fiscal_yr,service_id,service_name_en,service_name_fr,service_description_en,service_description_fr,service_type,service_recipient_type,service_scope,client_target_groups,program_id,program_name_en,program_name_fr,client_feedback_channel,automated_decision_system,automated_decision_system_description_en,automated_decision_system_description_fr,service_fee,os_account_registration,os_authentication,os_application,os_decision,os_issuance,os_issue_resolution_feedback,os_comments_client_interaction_en,os_comments_client_interaction_fr,last_service_review,last_service_improvement,sin_usage,cra_bn_identifier_usage,num_phone_enquiries,num_applications_by_phone,num_website_visits,num_applications_online,num_applications_in_person,num_applications_by_mail,num_applications_by_email,num_applications_by_fax,num_applications_by_other,num_applications_total,special_remarks_en,special_remarks_fr,service_uri_en,service_uri_fr,owner_org,owner_org_title
2023-2024,SRV03498,Type certificate for an aeronautical product,Certificat de type pour un produit aéronautique,"TCCA issues Type Certificates for domestic or foreign aeronautical products to certify that the product complies with the appropriate airworthiness standards.

An Airworthiness Review is a process used by TCCA to facilitate type certification and the importation of foreign aeronautical products on the basis of a Type Certificate issued by a foreign airworthiness authority.

The level of review to be undertaken is determined, in part, by the extent to which the standards applied by foreign airworthiness authorities have been recognized by and found acceptable to TCCA, and by the type of product involved.","TCAC délivre des certificats de type pour des produits aéronautiques domestiques ou étrangers afin de certifier que ces derniers sont conformes aux normes de navigabilité aérienne appropriées.

Un examen de la navigabilité est un processus qu'utilise TCAC pour faciliter la certification de type et l'importation de produits aéronautiques étrangers sur la base d'un certificat de type délivré par une autorité de navigabilité étrangère.

Le niveau d'examen est en partie déterminé par le degré auquel les normes appliquées par les autorités de navigabilité étrangères ont été reconnues et considérées acceptables par TCAC, ainsi que par le type de produit visé.",APIR,CLIENT,EXTERN,"ECONOM,FOR",BTW02,'Aviation Safety Oversight','Surveillance de la sécurité aérienne',"EML,TEL",N,,,Y,N,N,N,N,N,N,"Current fee is available for payment online.  There are many interaction points between the intake and the delivery phases. While portions of the experience can and will be automated, full automation in the form of self-service will not be possible because the service warrants a review by a TC Inspector or employee before the Canadian Aviation Document can be issued.","Les frais actuels sont disponibles pour le paiement en ligne.  Il existe de nombreux points d'interaction entre la phase de réception et la phase de livraison. Bien que certaines parties de l'expérience puissent être et seront automatisées, une automatisation complète sous forme de libre-service ne sera pas possible car le service justifie un examen par un inspecteur ou un employé de Transports Canada avant que le document d'aviation canadien puisse être délivré.",2019-2020,2005-2006,N,N,ND,ND,1592,ND,0,0,7,ND,ND,7,,,https://tc.canada.ca/en/aviation/aircraft-airworthiness/aircraft-certification/request-type-certificate-aeronautical-product,https://tc.canada.ca/fr/aviation/navigabilite-aeronefs/certification-aeronefs/demander-certificat-type-produit-aeronautique,tc,Transport Canada | Transports Canada
2023-2024,SRV03466,Vehicle Parking,Stationnement des véhicules,Transport Canada provides vehicle parking facilities at five (5) TC owned and operated airports.,Transports Canada fournit des installations pour le stationnement des véhicules aux cinq aéroports qu'il possède et exploite.,RES,CLIENT,EXTERN,PERSON,BTY03,'Transportation Infrastructure','Infrastructure de transport',"EML,FAX,ONL,PERSON,POST,TEL",N,,,Y,NA,NA,NA,NA,NA,Y,"There is no application process for this service, therefore response is N/A","Il n'y a pas de processus de demande pour ce service, donc la réponse est S/O",2005-2006,2005-2006,NA,NA,ND,ND,160,ND,ND,ND,ND,ND,ND,0,Service does not use any means of digital identification for either employees or clients.,Le service n'utilise aucun moyen d'identification numérique pour les employés ou les clients.,https://tc.canada.ca/en/aviation/operating-airports-aerodromes/list-airports-owned-transport-canada/service-standard-vehicle-parking,https://tc.canada.ca/fr/aviation/exploitation-aeroports-aerodromes/liste-aeroports-appartenant-transports-canada/normes-service-stationnement-vehicules,tc,Transport Canada | Transports Canada
2023-2024,SRV03493,Vessel Operations Restriction Regulation (VORR) Permit,Règlement sur les restrictions visant l’utilisation des bâtiments (RRVUB) permis,Vessel Operations Restriction Regulation (VORR) Permit requests received/reviewed and permits issued.,Règlement sur les restrictions visant l’utilisation des bâtiments (RRVUB) Demandes de permis reçues/examinées et permis délivrés.,APIR,CLIENT,EXTERN,"ECONOM,PERSON",BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',NON,N,,,N,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,NA,ND,ND,ND,ND,ND,ND,156,ND,ND,156,,,Unavailable,Non disponible,tc,Transport Canada | Transports Canada
2023-2024,SRV03505,Access Connected and Automated Vehicles information,Accéder aux informations sur les véhicules connectés et automatisés,"Explaining what automated and connected vehicles are, and providing examples and need to know information on safety. Funding programs for automated and connected vehicles. Providing information on Zero-emission vehicles (ZEVs), the programs and funding available to the public for ZEVs.","Expliquer ce que sont les véhicules automatisés et connectés, et fournir des exemples et avoir besoin d'informations sur la sécurité. Programmes de financement pour les véhicules automatisés et connectés. Fournir des informations sur les véhicules à zéro émission (ZEV), les programmes et le financement mis à la disposition du public pour les ZEV.","CER,INFO",SOCIETY,EXTERN,"ECONOM,PERSON",BTW16,'Multi-Modal and Road Safety Regulatory Framework',"""Cadre réglementaire du transport multimodal et de la sécurité de l'automobile""",NON,N,,,N,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,NA,ND,ND,11671,ND,ND,ND,ND,ND,ND,0,,,https://tc.canada.ca/en/aviation/commercial-air-services/guidelines-assessment-air-carrier-joint-ventures,https://tc.canada.ca/fr/transport-routier/technologies-novatrices/vehicules-connectes-automatises,tc,Transport Canada | Transports Canada
2023-2024,SRV03550,Access School bus safety information,Accès aux informations sur la sécurité des autobus scolaires,"Providing, together with the Task Force on School Bus Safety, information to the Canadian public on all aspects related to school bus safety, this includes seat belt installation, testing and research, safety standards, statistics, regulations.","Fournir de l'information au public canadien avec le groupe de travail sur la sécurité des autobus scolaires sur tous les aspects liés à la sécurité des autobus scolaires, cela comprend l'installation des ceintures de sécurité, les essais et la recherche, les normes de sécurité, les statistiques et les règlements.","CER,INFO",SOCIETY,EXTERN,"ECONOM,PERSON",BTW16,'Multi-Modal and Road Safety Regulatory Framework',"""Cadre réglementaire du transport multimodal et de la sécurité de l'automobile""","EML,FAX,ONL,PERSON,POST,TEL",N,,,N,N,N,N,N,N,Y,,,2005-2006,2020-2021,NA,NA,ND,ND,1277,ND,ND,ND,ND,ND,ND,0,,,https://tc.canada.ca/en/road-transportation/school-bus-safety/about-school-bus-safety-canada,https://tc.canada.ca/fr/transport-routier/securite-autobus-scolaires/securite-autobus-scolaires-canada,tc,Transport Canada | Transports Canada
2023-2024,SRV03468,Aircraft Landing and Flying Training,Formation à l'atterrissage et au vol d'avions,Transport Canada provides aircraft access to movement areas in accordance with available aeronautical information.,"Transports Canada assure aux aéronefs l'accès aux aires de mouvement, conformément à l'information aéronautique publiée.",RES,CLIENT,EXTERN,ECONOM,BTY03,'Transportation Infrastructure','Infrastructure de transport',"EML,FAX,ONL,PERSON,POST,TEL",N,,,Y,NA,NA,NA,NA,NA,Y,"There is no application process for this service, therefore response is N/A","Il n'y a pas de processus de demande pour ce service, donc la réponse est S/O",2005-2006,2005-2006,NA,NA,ND,ND,147,ND,31961,ND,ND,ND,ND,31961,Service does not use any means of digital identification for either employees or clients.,Le service n'utilise aucun moyen d'identification numérique pour les employés ou les clients.,https://tc.canada.ca/en/aviation/operating-airports-aerodromes/list-airports-owned-transport-canada/service-standard-aircraft-landing,https://tc.canada.ca/fr/aviation/exploitation-aeroports-aerodromes/liste-aeroports-appartenant-transports-canada/normes-service-atterrissage-aeronefs,tc,Transport Canada | Transports Canada
2023-2024,SRV03530,Alternative means of compliance (AMOC) with an airworthiness directive,Moyens alternatifs de conformité (AMOC) à une consigne de navigabilité,Issuance of AMOC/Exemption to the requirements of an Airworthiness Directive,Délivrance d’un AMOC/Exemption aux exigences d’une directive de navigabilité,APIR,CLIENT,EXTERN,ECONOM,BTW02,'Aviation Safety Oversight','Surveillance de la sécurité aérienne',"EML,TEL",N,,,Y,N,N,N,N,N,N,"There are many interaction points between the intake and the delivery phases. While portions of the experience can and will be automated, full automation in the form of self-service will not be possible because the service warrants a review by a TC Inspector or employee before the Canadian Aviation Document can be issued.","Il existe de nombreux points d'interaction entre la phase de réception et la phase de livraison. Bien que certaines parties de l'expérience puissent être et seront automatisées, une automatisation complète sous forme de libre-service ne sera pas possible car le service justifie un examen par un inspecteur ou un employé de Transports Canada avant que le document d'aviation canadien puisse être délivré.",2019-2020,2005-2006,NA,NA,ND,ND,512,ND,0,0,19,ND,ND,19,,,https://tc.canada.ca/en/aviation/aircraft-airworthiness/continuing-airworthiness/request-alternative-means-compliance-exemption-airworthiness-directive,https://tc.canada.ca/fr/aviation/navigabilite-aeronefs/maintien-navigabilite/demander-autre-moyen-acceptable-conformite-exemption-consigne-navigabilite,tc,Transport Canada | Transports Canada
2023-2024,SRV03522,Approval for a marine training program or course provided by a marine training institution,Approbation d'un programme ou d'un cours de formation maritime dispensé par un établissement d'enseignement maritime reconnu,"Approval or renewal of a training provider designated by the Minister, that administers, in accordance with the established practices and requirements of the domestic and international marine industry, approved training courses and programs for the purpose of giving applicants the necessary training to obtain a training certificate, a certificate of competency or an endorsement issued or required under the Marine Personnel Regulations.","Reconnaissance d'un établissement d'enseignement maritime désigné par le ministre qui délivre, conformément aux pratiques et exigences établies de l'industrie maritime nationale et internationale, des programmes ou des cours de formation approuvés dans le but de donner la formation nécessaire et un certificat de formation pour l'obtention d'un brevet, d'un certificat ou d'un visa exigé en vertu du Règlement sur le personnelle maritime.",APIR,CLIENT,EXTERN,ECONOM,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',"EML,FAX,PERSON,POST,TEL",N,,,N,N,N,N,N,N,N,,,2005-2006,2020-2021,N,N,ND,ND,ND,ND,ND,ND,ND,ND,29,29,No comments,No comments,Unavailable,Non disponible,tc,Transport Canada | Transports Canada
2023-2024,SRV03500,Canadian Technical Standard Order (CAN-TSO) for an appliance or part,Ordonnance sur les normes techniques canadiennes (CAN-TSO) pour un appareil ou une pièce,TCCA issues (or re-issues) Appliance Type Certificates for Canadian-designed appliances to certify that the product complies with the appropriate airworthiness standards.,"Délivrance (ou redélivrance) par TCAC des certificats de type d'appareillage pour les appareillages de conception canadienne, afin de certifier que ces produits sont conformes aux normes de navigabilité aérienne appropriées.",APIR,CLIENT,EXTERN,ECONOM,BTW02,'Aviation Safety Oversight','Surveillance de la sécurité aérienne',"EML,TEL",N,,,Y,N,N,N,N,N,N,"Current fee is available for payment online.  There are many interaction points between the intake and the delivery phases. While portions of the experience can and will be automated, full automation in the form of self-service will not be possible because the service warrants a review by a TC Inspector or employee before the Canadian Aviation Document can be issued.","Les frais actuels sont disponibles pour le paiement en ligne.  Il existe de nombreux points d'interaction entre la phase de réception et la phase de livraison. Bien que certaines parties de l'expérience puissent être et seront automatisées, une automatisation complète sous forme de libre-service ne sera pas possible car le service justifie un examen par un inspecteur ou un employé de Transports Canada avant que le document d'aviation canadien puisse être délivré.",2019-2020,2005-2006,N,N,ND,ND,212,ND,0,0,7,ND,ND,7,,,https://tc.canada.ca/en/aviation/aircraft-airworthiness/aircraft-certification/request-canadian-technical-standard-order-can-tso-appliance-part/fees-service-standards,https://tc.canada.ca/fr/aviation/navigabilite-aeronefs/certification-aeronefs/demande-approbation-conception-specifications-techniques-canadiennes-can-tso/frais-normes-service,tc,Transport Canada | Transports Canada
2023-2024,SRV03494,Cargo Inspection,Inspection des cargaisons,"The inspections for higher-risk marine cargoes are governed pursuant to the Cargo, Fumigation and Tackle Regulations. They ensure that the loading and carriage of cargo (the higher-risk cargoes) are done safely and in accordance with strict requirements","Les inspections pour les cargaisons maritimes à risque plus élevé sont régies par le Règlement sur les cargaisons, la fumigation et l’outillage de chargement. Elles veillent à ce que le chargement et le transport de marchandises (cargaisons à risque plus élevé) soient effectués en toute sécurité et conformément à des exigences strictes.",APIR,CLIENT,EXTERN,ECONOM,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',PERSON,N,,,Y,N,N,N,N,N,N,,,2020-2021,2020-2021,NA,N,ND,ND,303,ND,ND,ND,ND,ND,1391,1391,No comments,No comments,https://tc.canada.ca/en/marine-transportation/vessel-inspection-certification/cargoes-ship-port-interface/request-marine-cargo-inspection-vessels-loading-concentrates-grain-timber,https://tc.canada.ca/fr/transport-maritime/inspection-certification-batiments/marchandises-interface-navire-port/demander-inspection-cargaisons-maritimes-batiments-chargeant-concentres-grain-bois-pontee,tc,Transport Canada | Transports Canada
2023-2024,SRV03507,Certificate of registration for a means of containment facility,Certificat d'enregistrement pour une installation de confinement,"Registration of Designs, Facilities and Persons in accordance with Part 5 of the TDG Regulations","Inscription des conceptions, installations et des personnes conformément à la partie 5 du Règlement sur le TMD",APIR,CLIENT,EXTERN,PERSON,BTW20,'Transportation of Dangerous Goods Regulatory Framework','Cadre réglementaire pour le transport des marchandises dangereuses',EML,N,,,N,N,Y,N,N,N,N,,,2019-2020,2005-2006,NA,Y,ND,ND,6161,ND,ND,ND,890,ND,ND,890,Facilities and Design Registration (FDR),Inscription des installations et conception (ICI),https://tc.canada.ca/en/dangerous-goods/containers,https://tc.canada.ca/fr/marchandises-dangereuses/contenants,tc,Transport Canada | Transports Canada
2023-2024,SRV03542,Dispensation for a seafarer,Dispense pour un gens de mer,"The program assesses the qualifications of the proposed candidate, and if deemed adequate for the level of the certificate, will issue a letter of dispensation to the candidate for a specified period, to allow a voyage to be completed when a Canadian certificate holder cannot assume his/her duties.","Le programme évalue les qualifications du candidat proposé et, s'il est jugé adéquat pour le niveau du poste, lui délivre une attestation de dispense pour une période déterminée,  afin de permettre à un bâtiment de réaliser ou de terminer un voyage lorsque le titulaire du poste ne peut assumer ses fonctions.",APIR,CLIENT,EXTERN,PERSON,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',NON,N,,,Y,N,N,N,N,N,N,,,2005-2006,2005-2006,N,N,ND,ND,ND,ND,ND,ND,ND,ND,107,107,No comments,No comments,Unavailable,Non disponible,tc,Transport Canada | Transports Canada
2023-2024,SRV03480,Licensing for aviation personnel,Licences pour le personnel en aviation,"Upon request, TCCA reviews applications, verifies compliance with standards and fees, and issues documents when conditions are met.  Services related to drones are carried out online using a secure self-service portal.","En réponse à une demande, TCCA examine les demandes, vérifie la conformité aux normes et aux frais, et délivre les documents lorsque les conditions sont remplies.  Les services liés aux drones sont effectués en ligne à l'aide d'un portail sécurisé en libre-service.",APIR,CLIENT,"ENTERPRISE,EXTERN","ECONOM,INTERN_GOV,NGO,PERSON,PTC",BTW02,'Aviation Safety Oversight','Surveillance de la sécurité aérienne',"EML,ONL,TEL",N,,,Y,Y,Y,Y,Y,Y,Y,,,2020-2021,2019-2020,N,N,ND,ND,206029,20217,168,12608,16331,ND,ND,49324,GCKey,CléGC,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/getting-drone-pilot-certificate,https://tc.canada.ca/fr/aviation/securite-drones/licence-pilote-drone/obtenir-certificat-pilote-drone,tc,Transport Canada | Transports Canada
2023-2024,SRV03543,Manufacturer Identification Codes (MIC),Codes d'identification du fabricant (MIC),"Canadian Manufacturers, builders, rebuilders and importers of foreign manufactured vessels are required to apply to the minister to obtain a Manufacturer Identification Code by submission of published form 80-0008 as stated in ss.903(1) of the Small Vessel Regulations.","Les fabricants, constructeurs, reconstructeurs et importateurs canadiens de navires de fabrication étrangère doivent demander au ministre d'obtenir un code d'identification du fabricant en soumettant le formulaire publié 80-0008, conformément au paragraphe 903 (1) du Règlement sur les petits bâtiments.",APIR,CLIENT,EXTERN,ECONOM,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',NON,N,,,N,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,N,ND,ND,0,ND,ND,7,61,ND,ND,68,Docusign,Docusign,https://tc.canada.ca/en/marine-transportation/vessel-design-construction-maintenance/creating-inscribing-hull-serial-number-manufactured-vessels#toc-2,https://tc.canada.ca/fr/transport-maritime/conception/creation-inscription-numero-serie-coque-batiments-fabriques#toc-2,tc,Transport Canada | Transports Canada
2023-2024,SRV03526,Marine Medical Certificate,Certificat médical de la marine,Marine Medical Certificates are issued to seafarers deemed “fit” or “fit with limitations”. Designated Marine Medical Examiners (MME) report on seafarers' fitness. Marine Medical professionals then review the reports and ensure that the MME determination is in accordance with regulatory requirements before a certificate is issued.,"Les certificats médicaux de la marine sont délivrés aux gens de mer jugés ""aptes"" ou ""aptes avec limitations"". Les médecins examinateurs de la marine (MEM) désignés établissent un rapport sur l'aptitude des gens de mer. Les professionnels de l'unité médicale de la marine vérifient les rapports et s'assurent que la décision du MEM est conforme aux exigences réglementaires avant de délivrer un certificat.",APIR,CLIENT,EXTERN,PERSON,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',"EML,FAX,PERSON,POST,TEL",N,,,N,N,N,Y,N,N,N,Only Marine Medical Examiners use the Marine Medical Hub. They submit a Marine Medical Examination Report. This begins the Marine Medical Certificate process. Seafarers do not use the Hub. Certificates are not approved or generated in the Hub.,Only Marine Medical Examiners use the Marine Medical Hub. They submit a Marine Medical Examination Report. This begins the Marine Medical Certificate process. Seafarers do not use the Hub. Certificates are not approved or generated in the Hub.,2005-2006,2005-2006,N,N,ND,1,18573,3003,ND,9841,1534,200,ND,14579,,,https://tc.canada.ca/en/marine-transportation/marine-training-certification-individuals/how-obtain-canadian-marine-medical-certificate,https://tc.canada.ca/fr/transport-maritime/formation-certification-maritime/comment-obtenir-certificat-medical-maritime-canadien,tc,Transport Canada | Transports Canada
2023-2024,SRV03535,Marine Security Operations Centres : Pre-Arrival Information Report Screening,Centres des opérations de la sûreté maritime : Contrôle des rapports d'information préalables à l'arrivée,"Pre-Arrival Information Report Screening plays a vital role in ensuring the safety and security of Canadians by monitoring vessels entering Canada. Its main functions include vessel monitoring and regulatory compliance, threat screening, delivering national safety & situational awareness products used by several government departments.","Le Service de contrôle des déclarations d'information préalables à l'arrivée joue un rôle essentiel pour assurer la sécurité des Canadiens en surveillant les navires qui entrent au Canada. Ses fonctions principales comprennent la surveillance des navires et la conformité réglementaire, la détection des menaces, l’élaboration de produits nationaux de sensibilisation à la sécurité utilisée par plusieurs ministères.",APIR,CLIENT,EXTERN,ECONOM,BTW11,'Marine Security Oversight','Surveillance de la sûreté maritime',NON,N,,,N,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,N,ND,ND,ND,ND,ND,ND,7868,ND,ND,7868,,,Unavailable,Non disponible,tc,Transport Canada | Transports Canada
2023-2024,SRV03475,Ministerial and Deputy Correspondence,Correspondance ministérielle et du sous-ministre,"The Executive Correspondence Unit provides ministerial correspondence services for the Minister, Deputy Minister and Associate Deputy Minister in their communications with the public, Parliament and the department.","L'Unité de correspondance de la haute direction fournit des services de correspondance ministérielle au ministre, au sous-ministre et au sous-ministre associé dans le cadre de leurs communications avec le public, le Parlement et le Ministère.",APIR,CLIENT,EXTERN,"ECONOM,FOR,NGO,PERSON,PTC",ISSA2,'Communications Services','Services de communication',"EML,POST",N,,,N,N,N,N,NA,NA,NA,Hard copies and electronic correspondence are scanned and/or manually entered in the internal tracking system. There is no automatization process for this process. Service standards are set by the Department.,Les copies papier et la correspondance électronique sont numérisées et/ou saisies manuellement dans le système de suivi interne. Il n’y a pas de processus d’automatisation pour ce processus. Les normes de service sont établies par le Ministère.,2005-2006,2005-2006,NA,NA,ND,ND,ND,ND,ND,458,6002,ND,ND,6460,Correspondence is received by email and physical mail,N/A,Unavailable,Non disponible,tc,Transport Canada | Transports Canada
2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,Maintaining and improving the pleasure craft licensing program while promoting the importance of keeping license information updated. Issuance of Pleasure craft licenses.,Nous mettons principalement l'accent sur la maintenance et l'amélioration du programme de permis d'embarcations de plaisance tout en promouvant l'importance de maintenir à jour les informations de permis. Délivrance des permis d'embarcations de plaisance.,APIR,CLIENT,EXTERN,"ECONOM,PERSON",BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',NON,N,,,N,N,N,Y,N,N,N,,,2005-2006,2005-2006,N,N,ND,ND,105345,115299,ND,9852,ND,ND,ND,125151,,,https://tc.canada.ca/en/marine-transportation/vessel-licensing-registration/licensing-pleasure-craft/apply-manage-pleasure-craft-licence-pcl/apply-manage-pleasure-craft-licence-pcl,https://tc.canada.ca/fr/transport-maritime/permis-immatriculation-batiments/permis-embarcation-plaisance/demander-gerer-permis-embarcation-plaisance/demander-gerer-permis-embarcation-plaisance,tc,Transport Canada | Transports Canada
2023-2024,SRV03485,Register a vessel,Immatriculer un bâtiment,"Processing vessel registrations, re-registrations, and bare-boat charters, ensuring the issuance of necessary certificates. We also record vessels under construction, handle initial registrations and reinstatements, and manage alterations, transfers, and name changes. Additionally, we assist in registering vessels or fleets in the small vessel registry.","Traiter les immatriculations de bâtiment, les réimmatriculations et les affrètements coques nues, en veillant à la délivrance des certificats nécessaires. Nous enregistrons également les bâtiments en construction, gérons les enregistrements initiaux et les rétablissements, et gérons les modifications, les transferts et les changements de nom. De plus, nous aidons à immatriculer les b ou les flottes dans le registre des petits bâtiments.",APIR,CLIENT,EXTERN,"ECONOM,PERSON",BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',"EML,FAX,ONL,PERSON,POST,TEL",N,,,Y,N,N,Y,N,N,Y,"Most interaction, other than application, is done by email.","Most interaction, other than application, is done by email.",2020-2021,2005-2006,N,N,ND,107,0,5125,ND,1156,3194,114,ND,9696,,,https://tc.canada.ca/en/marine-transportation/vessel-licensing-registration/apply-manage-vessel-registration,https://tc.canada.ca/fr/transport-maritime/permis-immatriculation-batiments/demander-gerer-immatriculation-batiment,tc,Transport Canada | Transports Canada
2023-2024,SRV03489,Replacement of a Canadian aviation document,Remplacement d'un document d'aviation canadien,"Upon receipt of a request to replace a Canadian aviation document (CAD) that was mutilated, lost or destroyed, TCCA will re-issue the document.  A CAD means, ""subject to subsection (3), any licence, permit, accreditation, certificate or other document issued by the Minister under Part I to or with respect to any person or in respect of any aeronautical product, aerodrome, facility or service"". Aeronautics Act (R.S., 1985, c. A-2)","Dès la réception d’une demande de remplacement d’un document d’aviation canadien (DAC) mutilé, perdu ou détruit, TCAC délivre un nouveau document.  On entend par un DAC , « sous réserve du paragraphe (3), tout document — permis, licence, brevet, agrément, autorisation, certificat ou autre — délivré par le ministre sous le régime de la partie I et concernant des personnes, des aérodromes, ou des produits, installations ou services aéronautiques. » Loi sur l’aéronautique (L.R., 1985, ch. A-2)",APIR,CLIENT,EXTERN,"ECONOM,FOR,PERSON",BTW02,'Aviation Safety Oversight','Surveillance de la sécurité aérienne',"EML,TEL",N,,,Y,N,N,N,N,N,N,"Current fee is available for payment online.  Also, this service lends itself to potential full automation in future given the few and limited interactions required with the Department.",Les frais actuels sont disponibles pour le paiement en ligne.  Ce service se prête aussi à une éventuelle automatisation complète à l'avenir étant donné le peu d'interactions requises avec le ministère.,2020-2021,2019-2020,N,N,ND,ND,ND,ND,2,18,796,ND,ND,816,"login and password, internal","Nom d'utilisateur, mot de passe, internal",https://www.tc.gc.ca/en/transport-canada/corporate/transparency/service-standards-transport-canada/aviation-service-standards-2018-2019.html,https://www.tc.gc.ca/fr/transports-canada/organisation/transparence/normes-service-transports-canada/normes-service-aviation-2018-2019.html,tc,Transport Canada | Transports Canada
2023-2024,SRV03561,Request a Motor Vehicle Transport Act Exemption,Demander une exemption prévue par la Loi sur les transports routiers,"Transport Canada's Motor Carrier Division is primarily responsible for facilitating the reduction of fatalities, injuries and crashes involving large commercial trucks and buses in Canada. The Motor Carrier Division works closely with the provinces, territories and industry on rules and regulations governing the safe operation of commercial vehicles, drivers and operators.","La Division des transporteurs routiers de Transports Canada est principalement chargée de faciliter la réduction des décès, des blessures et des collisions impliquant de gros camions commerciaux et des autobus au Canada. La Division des transporteurs routiers travaille en étroite collaboration avec les provinces, les territoires et l'industrie sur les règles et règlements régissant la conduite sécuritaire des véhicules commerciaux, des conducteurs et des exploitants.",LRP,SOCIETY,EXTERN,"ECONOM,PERSON",BTW16,'Multi-Modal and Road Safety Regulatory Framework',"""Cadre réglementaire du transport multimodal et de la sécurité de l'automobile""",NON,N,,,N,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,NA,ND,ND,22857,ND,ND,ND,ND,ND,ND,0,,,https://tc.canada.ca/en/road-transportation/motor-vehicle-safety/motor-carriers-commercial-vehicles-drivers,https://tc.canada.ca/fr/transport-routier/securite-vehicules-automobiles/transporteurs-routiers-vehicules-utilitaires-leurs-conducteurs,tc,Transport Canada | Transports Canada
2023-2024,SRV03559,Rescinding detention of a foreign vessel,Annuler une ordonnance de détention pour un bâtiment étranger,Transport Canada can issue a detention order if a vessel is found with a detainable deficiency (issue).A detention order prevents a vessel from continuing its voyage until the deficiency is rectified. An authorized representative will need to request a follow-up inspection in order to rescind (withdraw) the detention order.,Transports Canada peut délivrer une ordonnance de détention si un bâtiment présente une lacune (problème) pouvant entraîner son immobilisation. Une ordonnance de détention empêche le bâtiment de poursuivre son voyage tant que la lacune n’est pas rectifiée. Un représentant autorisé devra demander une inspection de suivi afin d’annuler (abroger) l’ordonnance de détention.,APIR,CLIENT,EXTERN,ECONOM,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',NON,N,,,Y,N,N,N,N,N,N,,,2005-2006,2005-2006,NA,N,ND,ND,102,ND,ND,ND,ND,ND,56,56,No comments,No comments,https://tc.canada.ca/en/marine-transportation/inspection-non-canadian-commercial-vessels/request-follow-inspection-foreign-vessels-rescind-detention-order-mark-deficiency-noted-under-port-state-control-program-rectified/when-do-you-need-inspection,https://tc.canada.ca/fr/transport-maritime/inspection-navires-commerciaux-etrangers/demander-inspection-suivi-batiments-etrangers-afin-annuler-ordonnance-detention-signaler-rectification-lacune-constatee-dans-cadre-programme-controle-navire-etat-port/dans-quels-cas-cette,tc,Transport Canada | Transports Canada
2023-2024,SRV03524,Seafarer Recruitment and Placement Service (SRPS) provider licensing,Licence de service de recrutement et de placement des gens de mer (SRPGM),Issuance or renewal of a licence to any company operating a Seafarer Recruitment and Placement Service (SRPS) in Canada.,Délivrance ou renouvellement d’un permis à toute entreprise exploitant un Service de Recrutement et de Placement des Gens de Mer (SRPGM),APIR,CLIENT,EXTERN,ECONOM,BTW08,'Marine Safety Oversight','Surveillance de la sécurité maritime',"EML,FAX,PERSON,POST,TEL",N,,,N,N,N,N,N,N,N,,,2005-2006,2020-2021,N,Y,ND,ND,3075,ND,ND,ND,ND,ND,6,6,No comments,No comments,https://tc.canada.ca/en/marine-transportation/marine-training-certification-individuals/seafarer-recruitment-placement-service-srps-licensing,https://tc.canada.ca/fr/transport-maritime/formation-certification-maritime/licence-service-recrutement-placement-gens-mer-srpgm,tc,Transport Canada | Transports Canada
